,yoji,j1,j1_Meanings,j1_Readings,j2,j2_Meanings,j2_Readings,j3,j3_Meanings,j3_Readings,j4,j4_Meanings,j4_Readings,j12,j12_Meanings,j12_Readings,j34,j34_Meanings,j34_Readings
82,迹泥歩刀,迹,[' trace/tracks/mark/sign site/remains/ruins scar]'],['あと'],泥,[' mud/slush/(wet) dirt/mire thief]'],['どろ'],歩,"[' pawn,', ' step/stride counter for steps,', ' walking progress/advance,', ' unit of land measurement/3.95 square yards/3.31 square metres (meters),', ' foot soldier (Edo period)/samurai on foot going on foot/walking]']","['ふ', 'ほ', 'あゆみ', 'み', 'ぶ', 'かち']",刀,[' (single-edged) sword/katana dagger/knife scalpel]'],['かたな'],迹泥,,,歩刀,,
83,改慢来心,改,[' revision]'],['かい'],慢,[],[],来,"[' next (year, etc.) since (last month, etc.)]']",['らい'],心,"[' mind/heart/spirit the meaning of a phrase (riddle, etc.),', ' heart/mind spirit/vitality/inner strength Chinese ""Heart"" constellation (one of the 28 mansions) friend]']","['こころ', 'しん']",改慢,,,来心,,
84,変兎哮地,変,[' strange/odd/peculiar/weird/curious/queer/eccentric/funny/suspicious/fishy unexpected change incident/disturbance/disaster/accident flat]'],['へん'],兎,[' rabbit/hare/coney/cony/lagomorph (esp. leporids)]'],['うさぎ'],哮,[],[],地,"[' earth/ground/land/soil place territory bottom (of a package, book, etc.) earth (one of the five elements),', ' earth/soil/dirt/clay/mud the earth (historically, esp. as opposed to the heavens)/the ground/the land low-quality torinoko-gami (containing mud) (period of) refraining from construction in the direction of the god of the earth (in Onmyōdō),', "" ground/land/earth/soil the region in question/the local area skin texture/fabric/material/weave base/background one's true nature narrative (i.e. descriptive part of a story) real life/actuality (in the game of go) captured territory 10. noh chorus 11. (in Japanese dance) accompaniment music 12. (in Japanese music) basic phrase (usu. repetitive) 13. base part (of multiple shamisens)]""]","['ち', 'つち', 'じ']",変兎,,,哮地,,
85,古知順招,古,"[' antiquity/ancient times,', ' used item/secondhand item old/used/previous]']","['いにしえ', 'ふる']",知,[' wisdom jnana (higher knowledge)]'],['ち'],順,[' order/turn obedient/docile/submissive/meek]'],['じゅん'],招,[],[],古知,,,順招,,
86,中日説衰,中,"[' inside/in among/within center (centre)/middle during/while,', "" inside/within while among/amongst/between we (referring to one's in-group, e.g. company, etc.)/our my spouse imperial palace grounds emperor I (primarily used by women and children)/me,"", ' medium/average/middle moderation middle school China volume two (of three) during (a certain time when one did or is doing something)/under (construction, etc.)/while in/out of (e.g. three out of ten people),', ' through/throughout/in the course of all over or throughout (e.g. a place), チュン', ' red dragon tile winning hand with a pung (or kong) of red dragon tiles]']","['なか', 'うち', 'ちゅう', 'じゅう']",日,"[' day/days sun/sunshine/sunlight case (esp. unfortunate)/event,', ' Sunday day (of the month) counter for days Japan,', ' day of month counter for days]']","['ひ', 'にち', 'か']",説,[' theory/doctrine opinion/view rumour/rumor/gossip/hearsay]'],['せつ'],衰,[],[],中日,,,説衰,,
87,疎尊頭之,疎,"[' sparse not close (of a relationship),', ' incompletely/insufficiently/partially/somewhat]']","['そ', 'おろ']",尊,"[' zun (ancient Chinese wine vessel, usu. made of bronze) honorific prefix referring to the listener counter for buddhas,', ' Lord/Highness you,', ' value/preciousness/nobility]']","['そん', 'みこと', 'とうと']",頭,"[' counter for large animals (e.g. head of cattle),', "" head hair (on one's head) mind/brains/intellect leader/chief/boss/captain top/tip beginning/start head/person top structural component of a kanji pair,"", ' top of ../head of .. the moment that ..,', ' head/dome/bean/nob/noggin,', "" shape of one's head,"", ' head]']","['とう', 'あたま', 'がしら', 'どたま', 'ど', 'かぶし', 'こうべ']",之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",疎尊,,,頭之,,
88,軽語乙要,軽,"[' light (e.g. vehicle, aircraft, etc.)]']",['けい'],語,"[' language word,', ' talk/recital narration topic]']","['ご', 'かたり', 'り']",乙,"[' second (party to an agreement)/the B party (e.g. in a contract)/the latter/defendant stylish/chic/spicy/witty/tasty/romantic strange/quaint/queer thank you/good job/goodbye/goodnight,', ' second in rank/second sign of the Chinese calendar]']","['おつ', 'きのと']",要,"[' pivot vital point/cornerstone/keystone Japanese photinia,', ' cornerstone/main point/keystone requirement/need necessary/required]']","['かなめ', 'よう']",軽語,,,乙要,,
89,林安過没,林,[' woods/forest/copse/thicket bunch/line (of something)/collection]'],['はやし'],安,[' cheap rash/thoughtless/careless/indiscreet/frivolous]'],['やす'],過,[' surplus- (attaches to start of Sino-Japanese words)/excess-/over- per- (chemical with more of a certain element than found in other compounds of the same constituents)]'],['か'],没,"[' discard death rejection (of a manuscript, etc.) lacking/without]']",['ぼつ'],林安,,,過没,,
90,途弁説大,途,"[' road/street/way/path/course/route/lane distance/ways (e.g. ""a long ways"") the way (of proper conduct, etc.)/one\'s way/morals teachings (esp. Confucian or Buddhist)/dogma field (of medicine, etc.)/subject way/method/means,', ' way]']","['みち', 'と']",弁,[' speech/tongue/talk/eloquence dialect/brogue/accent bento/Japanese box lunch petal valve Oversight Department/division of the daijokan under the ritsuryo system responsible for controlling central and provincial governmental offices]'],['べん'],説,[' theory/doctrine opinion/view rumour/rumor/gossip/hearsay]'],['せつ'],大,"[' big/large,', ' the large part of big/large/great approximate size/no larger than -university large (e.g. serving size)/loud (e.g. volume setting),', ' great/grand/large greater (of equal court ranks)/upper/senior a great deal/very much,', ' greater (of equal court ranks)/upper/senior a great deal/very much]']","['おお', 'だい', 'おおき', 'き', 'おおい', 'い']",途弁,,,説大,,
91,苦闘力不,苦,[' pain/anguish/suffering/distress/anxiety/worry/trouble/difficulty/hardship duhkha (suffering)]'],['く'],闘,[],[],力,"[' force/strength/might/vigour (vigor)/energy capability/ability/proficiency/capacity/faculty efficacy/effect effort/endeavours (endeavors)/exertions power/authority/influence/good offices/agency support/help/aid/assistance stress/emphasis means/resources,', ' strength/power/proficiency/ability the strength of ... people/the strength of ... men,', ' strength/power/proficiency/ability]']","['ちから', 'りき', 'りょく']",不,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']",苦闘,[' hard fight/difficult struggle]'],['くとう'],力不,,
92,然見致転,然,"[' -like,', ' so/like that/in that way,', ' like that/as such yeah/uh-huh]']","['ぜん', 'さ', 'しか']",見,"[' looking/viewing,', ' view (of life, etc.)/outlook]']","['み', 'けん']",致,[],[],転,"[' turning around (once) suddenly/abruptly completely (wrapped in something)/quickly (unwrapping something) beautiful, round (eyes) flail (for threshing grain),', ' altering pronunciation or meaning/word with altered pronunciation or meaning turning or twisting part of a text (in Chinese poetry)]']","['くるり', 'てん']",然見,,,致転,,
93,水女倥義,水,"[' water (esp. cool, fresh water, e.g. drinking water) fluid (esp. in an animal tissue)/liquid flood/floodwaters water offered to wrestlers just prior to a bout break granted to wrestlers engaged in a prolonged bout,', ' Wednesday shaved ice (served with flavored syrup) water (fifth of the five elements)]']","['みず', 'すい']",女,"["" female/woman/female sex female lover/girlfriend/mistress/(someone's) woman,"", ' woman/girl/daughter Chinese ""Girl"" constellation (one of the 28 mansions),', ' female/woman wife]']","['おんな', 'じょ', 'め']",倥,[],[],義,[' morality/righteousness/justice/honour (honor) meaning teachings/doctrine nonconsanguineous relationship (i.e. of in-laws) prosthesis]'],['ぎ'],水女,,,倥義,,
94,象刀水事,象,"[' phenomenon,', ' elephant (Elephantidae spp.)]']","['しょう', 'ぞう']",刀,[' (single-edged) sword/katana dagger/knife scalpel]'],['かたな'],水,"[' water (esp. cool, fresh water, e.g. drinking water) fluid (esp. in an animal tissue)/liquid flood/floodwaters water offered to wrestlers just prior to a bout break granted to wrestlers engaged in a prolonged bout,', ' Wednesday shaved ice (served with flavored syrup) water (fifth of the five elements)]']","['みず', 'すい']",事,"[' thing/matter incident/occurrence/event/something serious/trouble/crisis circumstances/situation/state of affairs work/business/affair after an inflectable word, creates a noun phrase indicating something the speaker does not feel close to nominalizing suffix pretending to .../playing make-believe ... alias/aka/nickname/alternative name/also known as,', ' individual concrete phenomenon (as opposed to a general principle),', ' nominalizing suffix pretending to .../playing make-believe ...]']","['こと', 'じ', 'ごと']",象刀,,,水事,,
95,無多門主,無,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']",多,[' multi-]'],['た'],門,"[' door (esp. Japanese-style) shutter/window shutter entrance (to a home) narrows,', ' gate branch of learning based on the teachings of a single master division/phylum counter for cannons]']","['と', 'もん']",主,"[' chief/main/principal/important main secondary or supporting role (in kyogen),', "" (one's) master Lord (Christian ref. to Jesus or God) the main thing/the majority/the primary concern,"", ' head (of a household, etc.)/leader/master owner/proprietor/proprietress subject (of a rumour, etc.)/doer (of a deed) guardian spirit (e.g. long-resident beast, usu. with mystical powers)/long-time resident (or employee, etc.) husband you,', "" head (of a household)/proprietor (of a store)/proprietress/landlord/landlady one's husband (one's) employer/(one's) master host/hostess,"", ' you,', ' honorific (or familiar) suffix used after a name,', "" head (of a household)/proprietor (of a store)/proprietress/landlord/landlady/master (of a servant) entertaining someone as one's guest]""]","['おも', 'しゅ', 'ぬし', 'しゅじん', 'にし', 'す', 'あるじ']",無多,,,門主,,
96,退死省雨,退,[],[],死,[' death/decease death penalty (by strangulation or decapitation) (an) out]'],['し'],省,[' ministry/department province (of China) saving/conserving]'],['しょう'],雨,[' rain]'],['あめ'],退死,,,省雨,,
97,之体扼曲,之,"["" this (indicating an item near the speaker, the action of the speaker, or the current topic) this person (usu. indicating someone in one's in-group) now here I (me) certainly,"", ' possessive particle]']","['これ', 'れ', 'の']",体,"[' body torso/trunk build/physique/constitution health corpse/dead body,', ' body/physique/posture shape/form/style substance/identity/reality field counter for humanoid forms (e.g. dolls, statues, corpses, etc.) typeface/type,', ' appearance/air/condition/state/form]']","['からだ', 'たい', 'てい']",扼,[],[],曲,"[' song/tune/composition/piece of music,', ' corner/nook/recess a shadow/a shade,', ' wickedness/evil/calamity/disaster,', ' long segment of a noh play forming its musical highlight wrong/improper/indecent]']","['きょく', 'くま', 'まが', 'くせ']",之体,,,扼曲,,
98,線濯政合,線,[' line/stripe/stria line (e.g. telephone line)/wire ray (e.g. X-ray)/beam line (e.g. of a railroad)/track/route/lane outline/contours/form level division line (of action)/position/approach/policy/principle impression one leaves/air one gives off]'],['せん'],濯,[],[],政,[' rule/government]'],['まつりごと'],合,"[' between-season wear/spring and autumn clothing/spring and fall clothing together condition/situation/state -ish,', '18039 litres (liters)3306 metres square (meters) one-tenth of the way from the base to the summit of a mountain conjunction counter for covered containers counter for matches, battles, etc.]']","['あい', 'い', 'ごう']",線濯,,,政合,,
99,無莱逆文,無,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']",莱,[],[],逆,"[' reverse/opposite converse (of a hypothesis, etc.) inverse (function),', ' inverse/reverse]']","['ぎゃく', 'さか']",文,"[' letter/writings,', ' sentence composition/text/writings the literary arts (as opposed to the military arts)/academia/literature,', "" figure/design twill weave/pattern of diagonal stripes style (of writing)/figure (of speech) design/plot/plan minor market fluctuation/technical correction cat's cradle lease rod (in a loom),"", ' one-thousandth of a kan (obsolete unit of currency)4 cm (traditional unit used to measure shoe sizes) letter/character/sentence scripture/incantation]']","['ふみ', 'ぶん', 'あや', 'もん']",無莱,,,逆文,,
